file_path,dataset,speaker_id,ground_truth_raw,ground_truth_4class,e2v_raw,e2v_4class,e2v_correct,e2v_conf_top,mean_f0,std_f0,min_f0,max_f0,energy,speech_rate
G:\SpeechProcessing\CREMA-D\AudioWAV\1025_IWL_HAP_XX.wav,cremad,1025,happy,happy,HAPPY,happy,True,,202.00792955471042,78.66734100816885,75.45721076114582,419.64753133706404,0.01305423304438591,0.5357142857142857
G:\SpeechProcessing\CREMA-D\AudioWAV\1025_IWL_NEU_XX.wav,cremad,1025,neutral,neutral,SAD,sad,False,,185.34868518896272,27.802976558959415,101.73795871845978,240.71992007772715,0.01202386524528265,0.5692883895131086
G:\SpeechProcessing\CREMA-D\AudioWAV\1025_IWL_SAD_XX.wav,cremad,1025,sad,sad,SAD,sad,True,,167.51141658012614,42.041191203852506,75.0900019068289,227.68201930698115,0.006953386589884758,0.3819628647214854
G:\SpeechProcessing\CREMA-D\AudioWAV\1025_IWW_ANG_XX.wav,cremad,1025,angry,angry,ANGRY,angry,True,,328.62309448387055,87.72623115610307,76.3901990113339,477.7777374131475,0.06518024951219559,0.6142131979695431
G:\SpeechProcessing\CREMA-D\AudioWAV\1025_IWW_HAP_XX.wav,cremad,1025,happy,happy,HAPPY,happy,True,,222.31680960221246,98.99372938414882,78.17089338768304,470.3370317361583,0.0194679144769907,0.6345177664974619
G:\SpeechProcessing\CREMA-D\AudioWAV\1025_IWW_NEU_XX.wav,cremad,1025,neutral,neutral,NEUTRAL,neutral,True,,193.70978894882236,24.76820264003123,107.40213083829559,230.87328344123114,0.011880537495017052,0.43322475570032576
G:\SpeechProcessing\CREMA-D\AudioWAV\1025_IWW_SAD_XX.wav,cremad,1025,sad,sad,SAD,sad,True,,187.7341457142959,38.63020714326736,75.00337716329095,237.0321081425881,0.008703252300620079,0.43043478260869567
G:\SpeechProcessing\CREMA-D\AudioWAV\1025_MTI_ANG_XX.wav,cremad,1025,angry,angry,ANGRY,angry,True,,195.02643694377358,35.19288283334235,109.63691502305556,271.17948717324475,0.02684088610112667,0.588477366255144
G:\SpeechProcessing\CREMA-D\AudioWAV\1025_MTI_HAP_XX.wav,cremad,1025,happy,happy,HAPPY,happy,True,,187.40986375189436,52.034959650448336,76.3607379709161,427.1636725678598,0.014278835617005825,0.6148148148148148
G:\SpeechProcessing\CREMA-D\AudioWAV\1025_MTI_NEU_XX.wav,cremad,1025,neutral,neutral,NEUTRAL,neutral,True,,182.6800569791957,33.493759084350266,79.538744609222,229.25966784039318,0.011233562603592873,0.47678018575851394
G:\SpeechProcessing\CREMA-D\AudioWAV\1025_MTI_SAD_XX.wav,cremad,1025,sad,sad,DISGUSTED,disgusted,False,,174.3411190917522,27.318988308095406,91.75565444753443,232.27160660384604,0.008632062003016472,0.5333333333333333
G:\SpeechProcessing\CREMA-D\AudioWAV\1025_TAI_ANG_XX.wav,cremad,1025,angry,angry,ANGRY,angry,True,,222.36666448038577,76.47267116414727,96.37302817772971,574.7171341148415,0.01829572021961212,0.4857142857142857
G:\SpeechProcessing\CREMA-D\AudioWAV\1025_TAI_HAP_XX.wav,cremad,1025,happy,happy,HAPPY,happy,True,,244.59455060566728,62.67968712366694,108.5227212858437,392.49460509518036,0.021435504779219627,0.6142322097378277
G:\SpeechProcessing\CREMA-D\AudioWAV\1025_TAI_NEU_XX.wav,cremad,1025,neutral,neutral,NEUTRAL,neutral,True,,179.88348510962507,32.2141928263953,94.51604259986995,241.5498743517957,0.0119612542912364,0.5205992509363296
G:\SpeechProcessing\CREMA-D\AudioWAV\1025_TAI_SAD_XX.wav,cremad,1025,sad,sad,SAD,sad,True,,164.76947567535626,34.238155364415846,78.29486734368568,226.818367452823,0.008143755607306957,0.40344827586206894
G:\SpeechProcessing\CREMA-D\AudioWAV\1025_TIE_ANG_XX.wav,cremad,1025,angry,angry,DISGUSTED,disgusted,False,,184.4135393227497,36.699685193944894,131.77056187787537,263.8702714122294,0.015192996710538864,0.3023255813953488
G:\SpeechProcessing\CREMA-D\AudioWAV\1025_TIE_HAP_XX.wav,cremad,1025,happy,happy,HAPPY,happy,True,,210.49747442700283,49.32564455641765,75.49098556815551,274.62578322580475,0.01037502009421587,0.3615819209039548
G:\SpeechProcessing\CREMA-D\AudioWAV\1025_TIE_NEU_XX.wav,cremad,1025,neutral,neutral,NEUTRAL,neutral,True,,174.91455765336494,33.68420544829167,75.0017607669953,230.22104477549397,0.01000148430466652,0.35
G:\SpeechProcessing\CREMA-D\AudioWAV\1025_TIE_SAD_XX.wav,cremad,1025,sad,sad,SAD,sad,True,,154.74363653907372,48.901772330666454,74.97300776476702,255.78867398012602,0.0069261579774320126,0.37681159420289856
G:\SpeechProcessing\CREMA-D\AudioWAV\1025_TSI_ANG_XX.wav,cremad,1025,angry,angry,ANGRY,angry,True,,251.9692799509344,45.60622237295017,114.13665281449258,340.39034457214547,0.020262375473976135,0.3103448275862069
G:\SpeechProcessing\CREMA-D\AudioWAV\1025_TSI_HAP_XX.wav,cremad,1025,happy,happy,HAPPY,happy,True,,205.21581339949853,54.63783009131284,103.05725013618913,293.6330110485387,0.011381160467863083,0.3333333333333333
G:\SpeechProcessing\CREMA-D\AudioWAV\1025_TSI_NEU_XX.wav,cremad,1025,neutral,neutral,NEUTRAL,neutral,True,,175.67479031776156,38.868398269463285,77.43503687535879,231.95743085270652,0.009338580071926117,0.3416666666666667
G:\SpeechProcessing\CREMA-D\AudioWAV\1025_TSI_SAD_XX.wav,cremad,1025,sad,sad,SAD,sad,True,,170.40801938798492,44.00615386617488,75.49789864194248,236.2541550476701,0.007553539704531431,0.3852140077821012
G:\SpeechProcessing\CREMA-D\AudioWAV\1025_WSI_ANG_XX.wav,cremad,1025,angry,angry,ANGRY,angry,True,,305.46623801453296,78.02997205926748,191.47498257489949,455.35769236423204,0.030875030905008316,0.431924882629108
G:\SpeechProcessing\CREMA-D\AudioWAV\1025_WSI_HAP_XX.wav,cremad,1025,happy,happy,HAPPY,happy,True,,240.7389006797882,75.38760214475694,108.54226547498669,363.88655246950555,0.012765377759933472,0.3956043956043956
G:\SpeechProcessing\CREMA-D\AudioWAV\1025_WSI_NEU_XX.wav,cremad,1025,neutral,neutral,NEUTRAL,neutral,True,,176.90409886533402,33.27144863640158,96.04109920077433,242.81112441169063,0.01019995380192995,0.33876221498371334
G:\SpeechProcessing\CREMA-D\AudioWAV\1025_WSI_SAD_XX.wav,cremad,1025,sad,sad,SAD,sad,True,,184.27436869923196,25.34774399776104,106.0538302945134,230.89299538831196,0.008403975516557693,0.3811659192825112
G:\SpeechProcessing\CREMA-D\AudioWAV\1026_DFA_ANG_XX.wav,cremad,1026,angry,angry,ANGRY,angry,True,,277.22823868546897,101.65039447745927,148.87134315197707,547.1154851450491,0.14273282885551453,0.4975369458128079
G:\SpeechProcessing\CREMA-D\AudioWAV\1026_DFA_HAP_XX.wav,cremad,1026,happy,happy,HAPPY,happy,True,,137.3624987802296,20.092840769190985,87.6031842721401,180.48813919692915,0.03884701430797577,0.46994535519125685
G:\SpeechProcessing\CREMA-D\AudioWAV\1026_DFA_NEU_XX.wav,cremad,1026,neutral,neutral,NEUTRAL,neutral,True,,138.7522098028419,102.27784619691289,92.72703111047184,560.9356157310391,0.027452897280454636,0.519774011299435
G:\SpeechProcessing\CREMA-D\AudioWAV\1026_DFA_SAD_XX.wav,cremad,1026,sad,sad,SAD,sad,True,,176.4001601125616,43.53111272236307,111.59811346447496,232.6750906251811,0.01076552364975214,0.15950920245398773
G:\SpeechProcessing\CREMA-D\AudioWAV\1026_IEO_ANG_HI.wav,cremad,1026,angry,angry,ANGRY,angry,True,,228.76862162198913,12.751965204520065,182.3969236757042,246.0318545061495,0.14905701577663422,0.42292490118577075
G:\SpeechProcessing\CREMA-D\AudioWAV\1026_IEO_ANG_LO.wav,cremad,1026,angry,angry,ANGRY,angry,True,,129.3085895754305,5.851158350848941,118.99212569560855,138.3197222611651,0.03797949105501175,0.38860103626943004
G:\SpeechProcessing\CREMA-D\AudioWAV\1026_IEO_ANG_MD.wav,cremad,1026,angry,angry,ANGRY,angry,True,,219.47810584082865,22.697901191843602,182.76095738554898,251.981371447595,0.06759728491306305,0.39461883408071746
G:\SpeechProcessing\CREMA-D\AudioWAV\1026_IEO_HAP_HI.wav,cremad,1026,happy,happy,HAPPY,happy,True,,167.2914383962326,17.0180499123233,141.7986828478056,204.01489702560036,0.08014135807752609,0.5055555555555555
G:\SpeechProcessing\CREMA-D\AudioWAV\1026_IEO_HAP_LO.wav,cremad,1026,happy,happy,HAPPY,happy,True,,135.4349159352126,45.08250085713347,90.54037442025532,234.3534814378049,0.022616835311055183,0.49746192893401014
G:\SpeechProcessing\CREMA-D\AudioWAV\1026_IEO_HAP_MD.wav,cremad,1026,happy,happy,HAPPY,happy,True,,118.2051181121448,10.04648374711169,103.89005812313566,141.51591645576963,0.03484869375824928,0.44375
G:\SpeechProcessing\CREMA-D\AudioWAV\1026_IEO_NEU_XX.wav,cremad,1026,neutral,neutral,NEUTRAL,neutral,True,,102.12272366932459,34.04364883939825,77.80182211047023,230.9387882055977,0.01587565988302231,0.425
G:\SpeechProcessing\CREMA-D\AudioWAV\1026_IEO_SAD_HI.wav,cremad,1026,sad,sad,SAD,sad,True,,133.01217228422144,57.16326100279411,75.22741284821443,239.84374204575855,0.011623588390648365,0.2715654952076677
G:\SpeechProcessing\CREMA-D\AudioWAV\1026_IEO_SAD_LO.wav,cremad,1026,sad,sad,SAD,sad,True,,121.7205062744231,52.55374355487353,75.0234880063327,239.81473813316478,0.009336682967841625,0.3456221198156682
G:\SpeechProcessing\CREMA-D\AudioWAV\1026_IEO_SAD_MD.wav,cremad,1026,sad,sad,SAD,sad,True,,107.20346728028295,38.6552735162171,75.26834973792022,240.3891638459761,0.010066994465887547,0.33043478260869563
G:\SpeechProcessing\CREMA-D\AudioWAV\1026_IOM_ANG_XX.wav,cremad,1026,angry,angry,ANGRY,angry,True,,165.028202889518,21.0281177286903,84.60009848716106,205.60661333321474,0.13163986802101135,0.5652173913043478
G:\SpeechProcessing\CREMA-D\AudioWAV\1026_IOM_HAP_XX.wav,cremad,1026,happy,happy,HAPPY,happy,True,,127.91073782917304,30.842175559341136,80.588332126377,236.00954357356747,0.03382139280438423,0.5904761904761905
G:\SpeechProcessing\CREMA-D\AudioWAV\1026_IOM_NEU_XX.wav,cremad,1026,neutral,neutral,NEUTRAL,neutral,True,,107.75813874825002,46.478604797411194,75.16207487190525,234.30677988145484,0.016800645738840103,0.5252918287937743
G:\SpeechProcessing\CREMA-D\AudioWAV\1026_IOM_SAD_XX.wav,cremad,1026,sad,sad,SAD,sad,True,,133.65461973769646,58.01933994651625,75.03601666164688,247.87015717963476,0.010695255361497402,0.3519163763066202
G:\SpeechProcessing\CREMA-D\AudioWAV\1026_ITH_ANG_XX.wav,cremad,1026,angry,angry,ANGRY,angry,True,,164.15916871081117,36.701426690587795,104.9708984765239,263.95029294405464,0.09216227382421494,0.6160337552742616
G:\SpeechProcessing\CREMA-D\AudioWAV\1026_ITH_HAP_XX.wav,cremad,1026,happy,happy,HAPPY,happy,True,,176.54199489540298,50.43730911685245,100.38521944801792,322.0492408682718,0.06639730930328369,0.6368421052631579
G:\SpeechProcessing\CREMA-D\AudioWAV\1026_ITH_NEU_XX.wav,cremad,1026,neutral,neutral,NEUTRAL,neutral,True,,112.0628338925051,73.20176160495438,75.99872750601146,581.9620184446843,0.019798295572400093,0.4980544747081712
G:\SpeechProcessing\CREMA-D\AudioWAV\1026_ITH_SAD_XX.wav,cremad,1026,sad,sad,SAD,sad,True,,132.2720241535777,37.70985963200575,75.10838946624268,232.39245670530445,0.012808178551495075,0.5016501650165016
G:\SpeechProcessing\CREMA-D\AudioWAV\1026_ITS_ANG_XX.wav,cremad,1026,angry,angry,ANGRY,angry,True,,143.21459211886076,17.29849266864059,114.60327969729099,186.23845579572418,0.08500995486974716,0.6211453744493393
G:\SpeechProcessing\CREMA-D\AudioWAV\1026_ITS_HAP_XX.wav,cremad,1026,happy,happy,HAPPY,happy,True,,230.94178433394714,143.03362225406602,101.63771623710004,586.08859866758,0.05215737596154213,0.55
G:\SpeechProcessing\CREMA-D\AudioWAV\1026_ITS_NEU_XX.wav,cremad,1026,neutral,neutral,NEUTRAL,neutral,True,,169.191135438032,119.75909760937242,75.2410439235539,570.1958893979751,0.015440184623003006,0.3939393939393939
G:\SpeechProcessing\CREMA-D\AudioWAV\1026_ITS_SAD_XX.wav,cremad,1026,sad,sad,SAD,sad,True,,140.53112595213645,51.25394181979041,77.18025590895928,243.83944527769054,0.008831195533275604,0.27699530516431925
G:\SpeechProcessing\CREMA-D\AudioWAV\1026_IWL_ANG_XX.wav,cremad,1026,angry,angry,ANGRY,angry,True,,185.05596835686288,40.73685761695375,99.36297397263166,392.0649724340119,0.19033761322498322,0.7565543071161048
G:\SpeechProcessing\CREMA-D\AudioWAV\1026_IWL_HAP_XX.wav,cremad,1026,happy,happy,HAPPY,happy,True,,200.36938011101194,56.91213262049801,75.92142236656956,348.9551305803276,0.04278386011719704,0.546448087431694
G:\SpeechProcessing\CREMA-D\AudioWAV\1026_IWL_NEU_XX.wav,cremad,1026,neutral,neutral,NEUTRAL,neutral,True,,108.44255926473485,35.49548224439235,75.43909089576793,232.1564008150726,0.02260872721672058,0.6086956521739131
G:\SpeechProcessing\CREMA-D\AudioWAV\1026_IWL_SAD_XX.wav,cremad,1026,sad,sad,DISGUSTED,disgusted,False,,124.30435091041633,82.15957273607039,75.22936411422727,594.8734736651717,0.012940478511154652,0.5217391304347826
G:\SpeechProcessing\CREMA-D\AudioWAV\1026_IWW_ANG_XX.wav,cremad,1026,angry,angry,ANGRY,angry,True,,161.00796057599212,35.065896474362596,88.23986072522783,231.4191173436211,0.08797284960746765,0.4876847290640394
G:\SpeechProcessing\CREMA-D\AudioWAV\1026_IWW_HAP_XX.wav,cremad,1026,happy,happy,HAPPY,happy,True,,149.07242272143947,27.45578343169501,85.22673671770042,197.750578878716,0.04929986596107483,0.4918032786885246
G:\SpeechProcessing\CREMA-D\AudioWAV\1026_IWW_NEU_XX.wav,cremad,1026,neutral,neutral,NEUTRAL,neutral,True,,103.15551974874215,34.422796185293585,79.92845232770908,227.85163337962882,0.021515317261219025,0.4
G:\SpeechProcessing\CREMA-D\AudioWAV\1026_IWW_SAD_XX.wav,cremad,1026,sad,sad,SAD,sad,True,,149.55211351461702,53.92321365759125,100.19505635821632,246.23281063306428,0.008969451300799847,0.3474178403755869
G:\SpeechProcessing\CREMA-D\AudioWAV\1026_MTI_ANG_XX.wav,cremad,1026,angry,angry,ANGRY,angry,True,,198.31753097765625,70.72673838459458,102.3069522764638,481.08360096752295,0.1464439481496811,0.6269230769230769
G:\SpeechProcessing\CREMA-D\AudioWAV\1026_MTI_HAP_XX.wav,cremad,1026,happy,happy,HAPPY,happy,True,,145.8317397171667,19.918537776043724,108.06555725662658,201.38616181201274,0.055379338562488556,0.50187265917603
G:\SpeechProcessing\CREMA-D\AudioWAV\1026_MTI_NEU_XX.wav,cremad,1026,neutral,neutral,NEUTRAL,neutral,True,,110.88234899353635,38.938705642743635,76.12853517306178,232.38781049447758,0.022499222308397293,0.6704119850187266
G:\SpeechProcessing\CREMA-D\AudioWAV\1026_MTI_SAD_XX.wav,cremad,1026,sad,sad,SAD,sad,True,,143.01265436687152,82.24251208923587,76.0676372049656,577.0612432603415,0.01405651867389679,0.33047210300429186
G:\SpeechProcessing\CREMA-D\AudioWAV\1026_TAI_ANG_XX.wav,cremad,1026,angry,angry,ANGRY,angry,True,,191.98736565152225,56.9486835650038,138.60991811166946,466.6822074297176,0.11844111979007721,0.5470383275261324
G:\SpeechProcessing\CREMA-D\AudioWAV\1026_TAI_HAP_XX.wav,cremad,1026,happy,happy,HAPPY,happy,True,,148.9607496889432,39.61409844623503,92.83545946500043,229.5629826575995,0.04431852325797081,0.5115384615384615
G:\SpeechProcessing\CREMA-D\AudioWAV\1026_TAI_NEU_XX.wav,cremad,1026,neutral,neutral,NEUTRAL,neutral,True,,112.74569811442564,66.84118143620252,74.97776318325643,564.7166130061964,0.021869562566280365,0.6007905138339921
G:\SpeechProcessing\CREMA-D\AudioWAV\1026_TAI_SAD_XX.wav,cremad,1026,sad,sad,SAD,sad,True,,148.20184601324104,53.49999684980624,75.18100507021839,234.71529151750374,0.010445645079016685,0.54375
G:\SpeechProcessing\CREMA-D\AudioWAV\1026_TIE_ANG_XX.wav,cremad,1026,angry,angry,ANGRY,angry,True,,133.84837710377417,77.09750376540943,101.44212624290829,567.8048274149671,0.05154111608862877,0.36857142857142855
G:\SpeechProcessing\CREMA-D\AudioWAV\1026_TIE_HAP_XX.wav,cremad,1026,happy,happy,HAPPY,happy,True,,132.71615725681784,102.9319992000273,76.93055837453987,579.6834259942215,0.03562365472316742,0.4527777777777778
G:\SpeechProcessing\CREMA-D\AudioWAV\1026_TIE_NEU_XX.wav,cremad,1026,neutral,neutral,NEUTRAL,neutral,True,,109.40471388325219,37.58594446664411,75.03104639976998,227.6153486129822,0.013450021855533123,0.3973941368078176
G:\SpeechProcessing\CREMA-D\AudioWAV\1026_TIE_SAD_XX.wav,cremad,1026,sad,sad,SAD,sad,True,,163.6635209264604,79.32601316146722,75.7964238263537,548.0111812653982,0.008730659261345863,0.34101382488479265
G:\SpeechProcessing\CREMA-D\AudioWAV\1026_TSI_ANG_XX.wav,cremad,1026,angry,angry,ANGRY,angry,True,,263.6489267598972,77.05316325466455,187.94527297625092,481.33326189501764,0.14163149893283844,0.4439461883408072
G:\SpeechProcessing\CREMA-D\AudioWAV\1026_TSI_HAP_XX.wav,cremad,1026,happy,happy,HAPPY,happy,True,,205.06787830472965,36.95550628359836,137.73600917709717,299.34033650570944,0.05657937377691269,0.3568075117370892
G:\SpeechProcessing\CREMA-D\AudioWAV\1026_TSI_NEU_XX.wav,cremad,1026,neutral,neutral,NEUTRAL,neutral,True,,158.37632138067377,109.89665869450288,75.58110732275621,563.7371387241518,0.01654161885380745,0.30798479087452474
G:\SpeechProcessing\CREMA-D\AudioWAV\1026_TSI_SAD_XX.wav,cremad,1026,sad,sad,SAD,sad,True,,154.12434385330275,53.768678219208915,75.52849004701925,228.63988077470535,0.010018317960202694,0.16243654822335024
G:\SpeechProcessing\CREMA-D\AudioWAV\1026_WSI_ANG_XX.wav,cremad,1026,angry,angry,ANGRY,angry,True,,213.37916597253187,28.578157752450803,123.29311603820544,261.5529168559236,0.1408318728208542,0.45110410094637227
G:\SpeechProcessing\CREMA-D\AudioWAV\1026_WSI_HAP_XX.wav,cremad,1026,happy,happy,HAPPY,happy,True,,161.15146981493982,15.717177397259787,131.32686721459297,196.17844228488707,0.05373717099428177,0.4875
G:\SpeechProcessing\CREMA-D\AudioWAV\1026_WSI_NEU_XX.wav,cremad,1026,neutral,neutral,NEUTRAL,neutral,True,,118.10351568344191,37.8990665156624,89.17679151409149,232.49758380345938,0.022161975502967834,0.53125
G:\SpeechProcessing\CREMA-D\AudioWAV\1026_WSI_SAD_XX.wav,cremad,1026,sad,sad,SAD,sad,True,,125.20330493536588,44.42256118377867,75.1652138004247,240.5285593524714,0.010533846914768219,0.29464285714285715
G:\SpeechProcessing\CREMA-D\AudioWAV\1027_DFA_ANG_XX.wav,cremad,1027,angry,angry,ANGRY,angry,True,,238.52311684854328,50.959826850350865,92.97672755072261,282.42433841038576,0.20258750021457672,0.5492227979274611
G:\SpeechProcessing\CREMA-D\AudioWAV\1027_DFA_HAP_XX.wav,cremad,1027,happy,happy,HAPPY,happy,True,,192.93780653411173,31.991335266285876,151.1066477004906,279.31428887206783,0.03881433233618736,0.5748502994011976
G:\SpeechProcessing\CREMA-D\AudioWAV\1027_DFA_NEU_XX.wav,cremad,1027,neutral,neutral,NEUTRAL,neutral,True,,131.9305759887142,48.851598179184336,75.83066703750237,260.4338092193416,0.014316986314952374,0.5047619047619047
G:\SpeechProcessing\CREMA-D\AudioWAV\1027_DFA_SAD_XX.wav,cremad,1027,sad,sad,SAD,sad,True,,126.54339855777049,46.46491112414029,75.18993568048245,234.69718941994742,0.008154716342687607,0.43209876543209874
G:\SpeechProcessing\CREMA-D\AudioWAV\1027_IEO_ANG_HI.wav,cremad,1027,angry,angry,ANGRY,angry,True,,333.75905972061935,61.64217160088811,166.97890426705683,548.7955787218352,0.1772630512714386,0.4068965517241379
G:\SpeechProcessing\CREMA-D\AudioWAV\1027_IEO_ANG_LO.wav,cremad,1027,angry,angry,NEUTRAL,neutral,False,,139.15417780901294,51.43084997234315,75.14409440256938,238.1023318228881,0.013036144897341728,0.39662447257383965
G:\SpeechProcessing\CREMA-D\AudioWAV\1027_IEO_ANG_MD.wav,cremad,1027,angry,angry,ANGRY,angry,True,,282.6111261692176,12.715438401515208,238.29090530202186,298.312494906314,0.09370574355125427,0.3626943005181347
G:\SpeechProcessing\CREMA-D\AudioWAV\1027_IEO_HAP_HI.wav,cremad,1027,happy,happy,FEARFUL,fearful,False,,306.7502796569367,82.81525322878008,97.99283295685986,395.2280620964492,0.02766352705657482,0.5053003533568905
G:\SpeechProcessing\CREMA-D\AudioWAV\1027_IEO_HAP_LO.wav,cremad,1027,happy,happy,HAPPY,happy,True,,139.5449185658338,58.19852652749934,75.27634966889013,245.62380346143246,0.0074084484949707985,0.2598870056497175
G:\SpeechProcessing\CREMA-D\AudioWAV\1027_IEO_HAP_MD.wav,cremad,1027,happy,happy,HAPPY,happy,True,,142.8107406454984,37.06643665463817,99.67595450054296,276.48815332048434,0.02259000577032566,0.29615384615384616
G:\SpeechProcessing\CREMA-D\AudioWAV\1027_IEO_NEU_XX.wav,cremad,1027,neutral,neutral,NEUTRAL,neutral,True,,149.8972206811263,60.9544679731785,75.32142202266812,241.839184430528,0.010034041479229927,0.31759656652360513
G:\SpeechProcessing\CREMA-D\AudioWAV\1027_IEO_SAD_HI.wav,cremad,1027,sad,sad,HAPPY,happy,False,,153.7397176296798,45.391660857759,75.14872156787273,252.35161759655247,0.008325789123773575,0.4416961130742049
G:\SpeechProcessing\CREMA-D\AudioWAV\1027_IEO_SAD_LO.wav,cremad,1027,sad,sad,SAD,sad,True,,207.54411018242146,37.218254127246155,107.72592139776569,251.6188086973558,0.006661185063421726,0.25806451612903225
G:\SpeechProcessing\CREMA-D\AudioWAV\1027_IEO_SAD_MD.wav,cremad,1027,sad,sad,SAD,sad,True,,149.5545861777582,64.77784719629337,74.95333904514888,230.90585391430184,0.007103135343641043,0.32510288065843623
G:\SpeechProcessing\CREMA-D\AudioWAV\1027_IOM_ANG_XX.wav,cremad,1027,angry,angry,ANGRY,angry,True,,204.2253405436056,37.23462623096033,76.96048163653775,278.7829258453179,0.09333109110593796,0.5841584158415841
G:\SpeechProcessing\CREMA-D\AudioWAV\1027_IOM_HAP_XX.wav,cremad,1027,happy,happy,HAPPY,happy,True,,171.5324080584096,18.07733473642766,116.04369000147705,205.80935417320364,0.035272251814603806,0.44583333333333336
G:\SpeechProcessing\CREMA-D\AudioWAV\1027_IOM_NEU_XX.wav,cremad,1027,neutral,neutral,NEUTRAL,neutral,True,,119.58294165864201,35.92798647617102,75.12900827858077,223.8887354020314,0.018065832555294037,0.5267857142857143
G:\SpeechProcessing\CREMA-D\AudioWAV\1027_IOM_SAD_XX.wav,cremad,1027,sad,sad,SAD,sad,True,,119.56671282758458,50.98007542650522,77.77040146991568,238.99310081499084,0.012139669619500637,0.5476190476190477
G:\SpeechProcessing\CREMA-D\AudioWAV\1027_ITH_ANG_XX.wav,cremad,1027,angry,angry,ANGRY,angry,True,,184.4820620105547,32.96980146183061,108.43576974807429,306.00100738838415,0.12109821289777756,0.5400696864111498
G:\SpeechProcessing\CREMA-D\AudioWAV\1027_ITH_HAP_XX.wav,cremad,1027,happy,happy,HAPPY,happy,True,,159.3322309481782,51.24077048109567,77.86636964035041,237.3231792954554,0.020868346095085144,0.39271255060728744
G:\SpeechProcessing\CREMA-D\AudioWAV\1027_ITH_NEU_XX.wav,cremad,1027,neutral,neutral,NEUTRAL,neutral,True,,130.27463470399448,35.24915886471808,81.63241617181126,250.1386191902706,0.015288034453988075,0.4666666666666667
G:\SpeechProcessing\CREMA-D\AudioWAV\1027_ITH_SAD_XX.wav,cremad,1027,sad,sad,SAD,sad,True,,152.7343089211251,89.55909260449945,75.12611376253986,573.3959445132886,0.00904114916920662,0.3895131086142322
G:\SpeechProcessing\CREMA-D\AudioWAV\1027_ITS_ANG_XX.wav,cremad,1027,angry,angry,ANGRY,angry,True,,186.39301391970244,17.444323287740474,165.55680067533092,234.51177730371373,0.08818790316581726,0.45318352059925093
G:\SpeechProcessing\CREMA-D\AudioWAV\1027_ITS_HAP_XX.wav,cremad,1027,happy,happy,HAPPY,happy,True,,209.48848780234755,80.4280153339178,76.13578236277117,329.98729823522893,0.016821399331092834,0.34977578475336324
G:\SpeechProcessing\CREMA-D\AudioWAV\1027_ITS_NEU_XX.wav,cremad,1027,neutral,neutral,NEUTRAL,neutral,True,,144.57956026770495,50.759937134903964,82.89272989019648,250.98549395257726,0.016750678420066833,0.44808743169398907
G:\SpeechProcessing\CREMA-D\AudioWAV\1027_ITS_SAD_XX.wav,cremad,1027,sad,sad,SAD,sad,True,,143.75152327136612,45.24934795415474,75.157105270579,253.16135572583192,0.008622580207884312,0.36329588014981273
G:\SpeechProcessing\CREMA-D\AudioWAV\1027_IWL_ANG_XX.wav,cremad,1027,angry,angry,ANGRY,angry,True,,223.5772029113915,74.533945399245,175.48682485710364,546.0569283797851,0.17765593528747559,0.6965944272445821
G:\SpeechProcessing\CREMA-D\AudioWAV\1027_IWL_HAP_XX.wav,cremad,1027,happy,happy,HAPPY,happy,True,,124.40257589626265,91.99726895328568,76.84613585687978,574.5460116072874,0.018779227510094643,0.5638766519823789
G:\SpeechProcessing\CREMA-D\AudioWAV\1027_IWL_NEU_XX.wav,cremad,1027,neutral,neutral,NEUTRAL,neutral,True,,142.64161197115777,43.686191294429996,80.50672883708931,236.89726184285095,0.018302515149116516,0.5454545454545454
G:\SpeechProcessing\CREMA-D\AudioWAV\1027_IWL_SAD_XX.wav,cremad,1027,sad,sad,SAD,sad,True,,156.85459536202066,53.362074081568444,75.66448491426752,267.749688084388,0.01055330503731966,0.6206896551724138
G:\SpeechProcessing\CREMA-D\AudioWAV\1027_IWW_ANG_XX.wav,cremad,1027,angry,angry,ANGRY,angry,True,,225.89335724141318,81.17426695718078,134.72381266201563,588.9225678043891,0.06477116048336029,0.4311377245508982
G:\SpeechProcessing\CREMA-D\AudioWAV\1027_IWW_HAP_XX.wav,cremad,1027,happy,happy,HAPPY,happy,True,,203.15185447685732,60.69608371678589,93.85440060484659,330.0492843278562,0.020294873043894768,0.46190476190476193
G:\SpeechProcessing\CREMA-D\AudioWAV\1027_IWW_NEU_XX.wav,cremad,1027,neutral,neutral,FEARFUL,fearful,False,,144.76441225287746,69.23548907139639,75.6728681239324,584.9095042811776,0.013248140923678875,0.5217391304347826
G:\SpeechProcessing\CREMA-D\AudioWAV\1027_IWW_SAD_XX.wav,cremad,1027,sad,sad,SAD,sad,True,,149.03115805377507,60.376671820096405,88.81805368144704,273.9108879969331,0.008597930893301964,0.4371584699453552
G:\SpeechProcessing\CREMA-D\AudioWAV\1027_MTI_ANG_XX.wav,cremad,1027,angry,angry,ANGRY,angry,True,,222.48575417072283,65.05436276772004,109.9342010082656,539.833103012991,0.1782209873199463,0.625
G:\SpeechProcessing\CREMA-D\AudioWAV\1027_MTI_HAP_XX.wav,cremad,1027,happy,happy,HAPPY,happy,True,,244.42382005969924,44.72798916071435,171.7149731371112,356.50743640422996,0.026553435251116753,0.5217391304347826
