file_path,dataset,speaker_id,ground_truth_raw,ground_truth_4class,e2v_raw,e2v_4class,e2v_correct,e2v_conf_top,mean_f0,std_f0,min_f0,max_f0,energy,speech_rate,
C:\Users\nevo\.cache\kagglehub\datasets\dejolilandry\iemocapfullrelease\versions\1\IEMOCAP_full_release\Session2\sentences\wav\Ses02M_script01_1\Ses02M_script01_1_F018.wav,iemocap,Ses02M,neutral,neutral,NEUTRAL,neutral,TRUE,,193.0147474,49.17657814,74.94885524,273.9400906,0.011432197,0.711815562,
C:\Users\nevo\.cache\kagglehub\datasets\dejolilandry\iemocapfullrelease\versions\1\IEMOCAP_full_release\Session2\sentences\wav\Ses02M_script01_1\Ses02M_script01_1_F019.wav,iemocap,Ses02M,neutral,neutral,HAPPY,happy,FALSE,,214.1073822,64.23559952,98.51492798,310.8619933,0.01189497,0.822222222,
C:\Users\nevo\.cache\kagglehub\datasets\dejolilandry\iemocapfullrelease\versions\1\IEMOCAP_full_release\Session2\sentences\wav\Ses02M_script01_1\Ses02M_script01_1_F021.wav,iemocap,Ses02M,neutral,neutral,NEUTRAL,neutral,TRUE,,228.6891067,32.57817425,120.8702128,306.6289081,0.013342036,0.683495146,
C:\Users\nevo\.cache\kagglehub\datasets\dejolilandry\iemocapfullrelease\versions\1\IEMOCAP_full_release\Session2\sentences\wav\Ses02M_script01_1\Ses02M_script01_1_F022.wav,iemocap,Ses02M,neutral,neutral,SAD,sad,FALSE,,233.1237964,41.33217595,97.47112358,327.4469075,0.015038644,0.560784314,
C:\Users\nevo\.cache\kagglehub\datasets\dejolilandry\iemocapfullrelease\versions\1\IEMOCAP_full_release\Session2\sentences\wav\Ses02M_script01_1\Ses02M_script01_1_F023.wav,iemocap,Ses02M,neutral,neutral,NEUTRAL,neutral,TRUE,,221.9697078,42.77788771,83.34907957,293.304945,0.010995311,0.715625,
C:\Users\nevo\.cache\kagglehub\datasets\dejolilandry\iemocapfullrelease\versions\1\IEMOCAP_full_release\Session2\sentences\wav\Ses02M_script01_1\Ses02M_script01_1_F024.wav,iemocap,Ses02M,neutral,neutral,HAPPY,happy,FALSE,,243.875536,35.90608973,132.2162096,292.1985036,0.006232557,0.334677419,
C:\Users\nevo\.cache\kagglehub\datasets\dejolilandry\iemocapfullrelease\versions\1\IEMOCAP_full_release\Session2\sentences\wav\Ses02M_script01_1\Ses02M_script01_1_F025.wav,iemocap,Ses02M,neutral,neutral,NEUTRAL,neutral,TRUE,,200.8509377,36.19462486,86.88310026,288.9171111,0.00704592,0.616161616,
C:\Users\nevo\.cache\kagglehub\datasets\dejolilandry\iemocapfullrelease\versions\1\IEMOCAP_full_release\Session2\sentences\wav\Ses02M_script01_1\Ses02M_script01_1_F026.wav,iemocap,Ses02M,angry,angry,SAD,sad,FALSE,,244.5563204,39.72986748,101.2626157,341.0871171,0.016037485,0.571428571,
C:\Users\nevo\.cache\kagglehub\datasets\dejolilandry\iemocapfullrelease\versions\1\IEMOCAP_full_release\Session2\sentences\wav\Ses02M_script01_1\Ses02M_script01_1_F027.wav,iemocap,Ses02M,angry,angry,ANGRY,angry,TRUE,,260.6049717,74.16037233,162.7642482,532.085968,0.014705192,0.516616314,
C:\Users\nevo\.cache\kagglehub\datasets\dejolilandry\iemocapfullrelease\versions\1\IEMOCAP_full_release\Session2\sentences\wav\Ses02M_script01_1\Ses02M_script01_1_F028.wav,iemocap,Ses02M,neutral,neutral,HAPPY,happy,FALSE,,241.9333326,58.00966445,75.60138029,400.6492998,0.013307235,0.593519882,
C:\Users\nevo\.cache\kagglehub\datasets\dejolilandry\iemocapfullrelease\versions\1\IEMOCAP_full_release\Session2\sentences\wav\Ses02M_script01_1\Ses02M_script01_1_F029.wav,iemocap,Ses02M,neutral,neutral,SAD,sad,FALSE,,266.4959413,50.14747765,171.5368061,397.619454,0.015057216,0.622841965,
C:\Users\nevo\.cache\kagglehub\datasets\dejolilandry\iemocapfullrelease\versions\1\IEMOCAP_full_release\Session2\sentences\wav\Ses02M_script01_1\Ses02M_script01_1_F030.wav,iemocap,Ses02M,neutral,neutral,SAD,sad,FALSE,,306.7878594,62.07151784,95.19267289,400.0759075,0.015190314,0.650862069,
C:\Users\nevo\.cache\kagglehub\datasets\dejolilandry\iemocapfullrelease\versions\1\IEMOCAP_full_release\Session2\sentences\wav\Ses02M_script01_1\Ses02M_script01_1_F032.wav,iemocap,Ses02M,angry,angry,ANGRY,angry,TRUE,,251.3806421,26.40672053,189.6396646,293.3405192,0.006896473,0.325,
C:\Users\nevo\.cache\kagglehub\datasets\dejolilandry\iemocapfullrelease\versions\1\IEMOCAP_full_release\Session2\sentences\wav\Ses02M_script01_1\Ses02M_script01_1_F033.wav,iemocap,Ses02M,angry,angry,ANGRY,angry,TRUE,,325.563385,68.8079032,233.1003453,537.506754,0.017595179,0.532374101,
C:\Users\nevo\.cache\kagglehub\datasets\dejolilandry\iemocapfullrelease\versions\1\IEMOCAP_full_release\Session2\sentences\wav\Ses02M_script01_1\Ses02M_script01_1_F034.wav,iemocap,Ses02M,angry,angry,ANGRY,angry,TRUE,,309.040666,99.45433528,144.2613314,589.3892649,0.018122129,0.608552632,
C:\Users\nevo\.cache\kagglehub\datasets\dejolilandry\iemocapfullrelease\versions\1\IEMOCAP_full_release\Session2\sentences\wav\Ses02M_script01_1\Ses02M_script01_1_F035.wav,iemocap,Ses02M,angry,angry,ANGRY,angry,TRUE,,230.5465304,43.26026179,126.7400087,294.6136537,0.018917978,0.658823529,
C:\Users\nevo\.cache\kagglehub\datasets\dejolilandry\iemocapfullrelease\versions\1\IEMOCAP_full_release\Session2\sentences\wav\Ses02M_script01_1\Ses02M_script01_1_F036.wav,iemocap,Ses02M,angry,angry,ANGRY,angry,TRUE,,237.6581828,32.9192916,170.0297247,312.4995477,0.008982481,0.477031802,
C:\Users\nevo\.cache\kagglehub\datasets\dejolilandry\iemocapfullrelease\versions\1\IEMOCAP_full_release\Session2\sentences\wav\Ses02M_script01_1\Ses02M_script01_1_F037.wav,iemocap,Ses02M,angry,angry,SAD,sad,FALSE,,224.459462,66.69106112,98.64348691,304.634584,0.010612214,0.481617647,
C:\Users\nevo\.cache\kagglehub\datasets\dejolilandry\iemocapfullrelease\versions\1\IEMOCAP_full_release\Session2\sentences\wav\Ses02M_script01_1\Ses02M_script01_1_F039.wav,iemocap,Ses02M,neutral,neutral,ANGRY,angry,FALSE,,242.5375711,69.38271073,77.11397329,338.7379049,0.008684723,0.444444444,
C:\Users\nevo\.cache\kagglehub\datasets\dejolilandry\iemocapfullrelease\versions\1\IEMOCAP_full_release\Session2\sentences\wav\Ses02M_script01_1\Ses02M_script01_1_F040.wav,iemocap,Ses02M,neutral,neutral,SAD,sad,FALSE,,193.0427898,26.63005785,102.4594705,240.6818131,0.00439345,0.4,
C:\Users\nevo\.cache\kagglehub\datasets\dejolilandry\iemocapfullrelease\versions\1\IEMOCAP_full_release\Session2\sentences\wav\Ses02M_script01_1\Ses02M_script01_1_F041.wav,iemocap,Ses02M,sad,sad,SAD,sad,TRUE,,233.0347098,53.83041092,182.6107657,461.439205,0.002967995,0.348039216,
C:\Users\nevo\.cache\kagglehub\datasets\dejolilandry\iemocapfullrelease\versions\1\IEMOCAP_full_release\Session2\sentences\wav\Ses02M_script01_1\Ses02M_script01_1_M003.wav,iemocap,Ses02M,sad,sad,SAD,sad,TRUE,,96.69475541,18.53517812,75.08400244,144.9440436,0.008037938,0.405545927,
C:\Users\nevo\.cache\kagglehub\datasets\dejolilandry\iemocapfullrelease\versions\1\IEMOCAP_full_release\Session2\sentences\wav\Ses02M_script01_1\Ses02M_script01_1_M004.wav,iemocap,Ses02M,sad,sad,SAD,sad,TRUE,,87.74749218,6.960303216,74.98118165,104.8504368,0.005239246,0.25879397,
C:\Users\nevo\.cache\kagglehub\datasets\dejolilandry\iemocapfullrelease\versions\1\IEMOCAP_full_release\Session2\sentences\wav\Ses02M_script01_1\Ses02M_script01_1_M005.wav,iemocap,Ses02M,sad,sad,SAD,sad,TRUE,,89.08103498,9.825220419,75.66007154,131.1190842,0.006965407,0.428082192,
C:\Users\nevo\.cache\kagglehub\datasets\dejolilandry\iemocapfullrelease\versions\1\IEMOCAP_full_release\Session2\sentences\wav\Ses02M_script01_1\Ses02M_script01_1_M009.wav,iemocap,Ses02M,neutral,neutral,ANGRY,angry,FALSE,,144.0351784,40.65980907,76.05388789,258.1845974,0.01865337,0.714912281,
C:\Users\nevo\.cache\kagglehub\datasets\dejolilandry\iemocapfullrelease\versions\1\IEMOCAP_full_release\Session2\sentences\wav\Ses02M_script01_1\Ses02M_script01_1_M010.wav,iemocap,Ses02M,neutral,neutral,SAD,sad,FALSE,,122.5411472,19.59709964,76.74507404,174.667074,0.014299,0.544459644,
C:\Users\nevo\.cache\kagglehub\datasets\dejolilandry\iemocapfullrelease\versions\1\IEMOCAP_full_release\Session2\sentences\wav\Ses02M_script01_1\Ses02M_script01_1_M011.wav,iemocap,Ses02M,neutral,neutral,SAD,sad,FALSE,,147.5969831,47.77822885,75.06835411,292.2873532,0.020378176,0.696013289,
C:\Users\nevo\.cache\kagglehub\datasets\dejolilandry\iemocapfullrelease\versions\1\IEMOCAP_full_release\Session2\sentences\wav\Ses02M_script01_1\Ses02M_script01_1_M012.wav,iemocap,Ses02M,angry,angry,ANGRY,angry,TRUE,,136.7546042,38.27841823,75.62059281,191.9163703,0.017700413,0.422857143,
C:\Users\nevo\.cache\kagglehub\datasets\dejolilandry\iemocapfullrelease\versions\1\IEMOCAP_full_release\Session2\sentences\wav\Ses02M_script01_1\Ses02M_script01_1_M013.wav,iemocap,Ses02M,angry,angry,ANGRY,angry,TRUE,,192.454624,45.15501464,82.03339466,299.1642374,0.029904136,0.789883268,
C:\Users\nevo\.cache\kagglehub\datasets\dejolilandry\iemocapfullrelease\versions\1\IEMOCAP_full_release\Session2\sentences\wav\Ses02M_script01_1\Ses02M_script01_1_M015.wav,iemocap,Ses02M,neutral,neutral,NEUTRAL,neutral,TRUE,,163.2978887,71.39924525,75.54044075,273.1878604,0.016498432,0.439114391,
C:\Users\nevo\.cache\kagglehub\datasets\dejolilandry\iemocapfullrelease\versions\1\IEMOCAP_full_release\Session2\sentences\wav\Ses02M_script01_1\Ses02M_script01_1_M016.wav,iemocap,Ses02M,neutral,neutral,NEUTRAL,neutral,TRUE,,104.2385727,21.96345132,75.04335996,148.0177011,0.00781009,0.354166667,
C:\Users\nevo\.cache\kagglehub\datasets\dejolilandry\iemocapfullrelease\versions\1\IEMOCAP_full_release\Session2\sentences\wav\Ses02M_script01_1\Ses02M_script01_1_M017.wav,iemocap,Ses02M,neutral,neutral,NEUTRAL,neutral,TRUE,,98.52601621,22.89457697,75.65608692,148.6899548,0.004166218,0.182481752,
C:\Users\nevo\.cache\kagglehub\datasets\dejolilandry\iemocapfullrelease\versions\1\IEMOCAP_full_release\Session2\sentences\wav\Ses02M_script01_1\Ses02M_script01_1_M018.wav,iemocap,Ses02M,neutral,neutral,NEUTRAL,neutral,TRUE,,114.5749152,22.57046648,75.0923795,151.4332587,0.006803322,0.666666667,
C:\Users\nevo\.cache\kagglehub\datasets\dejolilandry\iemocapfullrelease\versions\1\IEMOCAP_full_release\Session2\sentences\wav\Ses02M_script01_1\Ses02M_script01_1_M019.wav,iemocap,Ses02M,neutral,neutral,ANGRY,angry,FALSE,,129.1315404,75.75769619,75.0925105,328.8807179,0.011002914,0.726937269,
C:\Users\nevo\.cache\kagglehub\datasets\dejolilandry\iemocapfullrelease\versions\1\IEMOCAP_full_release\Session2\sentences\wav\Ses02M_script01_1\Ses02M_script01_1_M020.wav,iemocap,Ses02M,neutral,neutral,HAPPY,happy,FALSE,,155.5278705,28.23215263,117.2076812,219.7985398,0.027303128,0.492753623,
C:\Users\nevo\.cache\kagglehub\datasets\dejolilandry\iemocapfullrelease\versions\1\IEMOCAP_full_release\Session2\sentences\wav\Ses02M_script01_1\Ses02M_script01_1_M021.wav,iemocap,Ses02M,angry,angry,ANGRY,angry,TRUE,,173.3210202,65.93611553,75.24876177,313.3482721,0.024854098,0.82437276,
C:\Users\nevo\.cache\kagglehub\datasets\dejolilandry\iemocapfullrelease\versions\1\IEMOCAP_full_release\Session2\sentences\wav\Ses02M_script01_1\Ses02M_script01_1_M023.wav,iemocap,Ses02M,neutral,neutral,ANGRY,angry,FALSE,,166.3869351,45.05936976,101.9234178,268.1274434,0.023625083,0.640350877,
C:\Users\nevo\.cache\kagglehub\datasets\dejolilandry\iemocapfullrelease\versions\1\IEMOCAP_full_release\Session2\sentences\wav\Ses02M_script01_1\Ses02M_script01_1_M024.wav,iemocap,Ses02M,angry,angry,SAD,sad,FALSE,,138.5878469,37.84596703,75.0464055,246.2337196,0.019188363,0.487886383,
C:\Users\nevo\.cache\kagglehub\datasets\dejolilandry\iemocapfullrelease\versions\1\IEMOCAP_full_release\Session2\sentences\wav\Ses02M_script01_1\Ses02M_script01_1_M025.wav,iemocap,Ses02M,angry,angry,ANGRY,angry,TRUE,,164.574111,63.76975686,76.24958163,242.8834183,0.023716385,0.280701754,
C:\Users\nevo\.cache\kagglehub\datasets\dejolilandry\iemocapfullrelease\versions\1\IEMOCAP_full_release\Session2\sentences\wav\Ses02M_script01_1\Ses02M_script01_1_M026.wav,iemocap,Ses02M,neutral,neutral,NEUTRAL,neutral,TRUE,,134.1844265,81.68699679,76.24780718,489.4897276,0.011205903,0.387234043,
C:\Users\nevo\.cache\kagglehub\datasets\dejolilandry\iemocapfullrelease\versions\1\IEMOCAP_full_release\Session2\sentences\wav\Ses02M_script01_1\Ses02M_script01_1_M027.wav,iemocap,Ses02M,neutral,neutral,NEUTRAL,neutral,TRUE,,137.1469914,63.81474461,76.56102486,512.6619838,0.017023891,0.395220588,
C:\Users\nevo\.cache\kagglehub\datasets\dejolilandry\iemocapfullrelease\versions\1\IEMOCAP_full_release\Session2\sentences\wav\Ses02M_script01_1\Ses02M_script01_1_M028.wav,iemocap,Ses02M,sad,sad,SAD,sad,TRUE,,114.1335258,25.46134712,77.47827026,177.2209584,0.013841212,0.367262724,
C:\Users\nevo\.cache\kagglehub\datasets\dejolilandry\iemocapfullrelease\versions\1\IEMOCAP_full_release\Session2\sentences\wav\Ses02M_script01_1\Ses02M_script01_1_M029.wav,iemocap,Ses02M,neutral,neutral,NEUTRAL,neutral,TRUE,,157.4128402,32.05402688,104.4188056,224.9478526,0.018238677,0.462068966,
C:\Users\nevo\.cache\kagglehub\datasets\dejolilandry\iemocapfullrelease\versions\1\IEMOCAP_full_release\Session2\sentences\wav\Ses02M_script01_1\Ses02M_script01_1_M030.wav,iemocap,Ses02M,neutral,neutral,NEUTRAL,neutral,TRUE,,125.2002939,77.45403964,76.29103667,438.8568271,0.005192633,0.237885463,
C:\Users\nevo\.cache\kagglehub\datasets\dejolilandry\iemocapfullrelease\versions\1\IEMOCAP_full_release\Session2\sentences\wav\Ses02M_script01_1\Ses02M_script01_1_M031.wav,iemocap,Ses02M,neutral,neutral,SAD,sad,FALSE,,168.2868079,47.39647721,92.70786995,478.1884614,0.017937128,0.442136499,
C:\Users\nevo\.cache\kagglehub\datasets\dejolilandry\iemocapfullrelease\versions\1\IEMOCAP_full_release\Session2\sentences\wav\Ses02M_script01_1\Ses02M_script01_1_M035.wav,iemocap,Ses02M,sad,sad,SAD,sad,TRUE,,109.512639,39.69125247,84.45527994,364.641969,0.008950598,0.339055794,
C:\Users\nevo\.cache\kagglehub\datasets\dejolilandry\iemocapfullrelease\versions\1\IEMOCAP_full_release\Session2\sentences\wav\Ses02M_script01_1\Ses02M_script01_1_M036.wav,iemocap,Ses02M,sad,sad,SAD,sad,TRUE,,106.5068113,20.0259174,76.14316032,227.2322797,0.013899594,0.480885312,
C:\Users\nevo\.cache\kagglehub\datasets\dejolilandry\iemocapfullrelease\versions\1\IEMOCAP_full_release\Session2\sentences\wav\Ses02M_script01_1\Ses02M_script01_1_M037.wav,iemocap,Ses02M,angry,angry,ANGRY,angry,TRUE,,160.2896512,40.93318098,75.8099328,252.9725939,0.025329232,0.496519722,
C:\Users\nevo\.cache\kagglehub\datasets\dejolilandry\iemocapfullrelease\versions\1\IEMOCAP_full_release\Session2\sentences\wav\Ses02M_script01_1\Ses02M_script01_1_M038.wav,iemocap,Ses02M,angry,angry,ANGRY,angry,TRUE,,210.6304114,84.125387,75.31706646,581.8404935,0.025746446,0.705405405,
C:\Users\nevo\.cache\kagglehub\datasets\dejolilandry\iemocapfullrelease\versions\1\IEMOCAP_full_release\Session2\sentences\wav\Ses02M_script01_1\Ses02M_script01_1_M039.wav,iemocap,Ses02M,angry,angry,ANGRY,angry,TRUE,,168.2513477,41.41313495,75.37087717,282.0409683,0.029183047,0.682825485,
C:\Users\nevo\.cache\kagglehub\datasets\dejolilandry\iemocapfullrelease\versions\1\IEMOCAP_full_release\Session2\sentences\wav\Ses02M_script01_1\Ses02M_script01_1_M041.wav,iemocap,Ses02M,sad,sad,SAD,sad,TRUE,,101.624834,13.71109274,75.72080036,131.8894822,0.007247823,0.297491039,
C:\Users\nevo\.cache\kagglehub\datasets\dejolilandry\iemocapfullrelease\versions\1\IEMOCAP_full_release\Session2\sentences\wav\Ses02M_script01_1\Ses02M_script01_1_M042.wav,iemocap,Ses02M,neutral,neutral,HAPPY,happy,FALSE,,174.9663336,80.97827268,82.70711181,363.8017181,0.018691879,0.543859649,
C:\Users\nevo\.cache\kagglehub\datasets\dejolilandry\iemocapfullrelease\versions\1\IEMOCAP_full_release\Session2\sentences\wav\Ses02M_script01_1\Ses02M_script01_1_M043.wav,iemocap,Ses02M,neutral,neutral,SAD,sad,FALSE,,132.0117884,49.25401754,75.5081294,273.5822526,0.015220187,0.495535714,
C:\Users\nevo\.cache\kagglehub\datasets\dejolilandry\iemocapfullrelease\versions\1\IEMOCAP_full_release\Session2\sentences\wav\Ses02M_script01_1\Ses02M_script01_1_M044.wav,iemocap,Ses02M,neutral,neutral,SAD,sad,FALSE,,98.29420268,13.0847832,76.39375442,126.8219263,0.008255815,0.319672131,
C:\Users\nevo\.cache\kagglehub\datasets\dejolilandry\iemocapfullrelease\versions\1\IEMOCAP_full_release\Session2\sentences\wav\Ses02M_script01_2\Ses02M_script01_2_F000.wav,iemocap,Ses02M,angry,angry,ANGRY,angry,TRUE,,231.2730536,39.65590543,107.9726362,316.1504418,0.012383881,0.504310345,
C:\Users\nevo\.cache\kagglehub\datasets\dejolilandry\iemocapfullrelease\versions\1\IEMOCAP_full_release\Session2\sentences\wav\Ses02M_script01_2\Ses02M_script01_2_F001.wav,iemocap,Ses02M,angry,angry,ANGRY,angry,TRUE,,231.3441407,46.7549468,114.9809866,345.1193418,0.018388901,0.726600985,
C:\Users\nevo\.cache\kagglehub\datasets\dejolilandry\iemocapfullrelease\versions\1\IEMOCAP_full_release\Session2\sentences\wav\Ses02M_script01_2\Ses02M_script01_2_F002.wav,iemocap,Ses02M,angry,angry,SAD,sad,FALSE,,208.5203484,29.70271731,151.1365526,378.1815281,0.007419239,0.589171975,
C:\Users\nevo\.cache\kagglehub\datasets\dejolilandry\iemocapfullrelease\versions\1\IEMOCAP_full_release\Session2\sentences\wav\Ses02M_script01_2\Ses02M_script01_2_F003.wav,iemocap,Ses02M,angry,angry,ANGRY,angry,TRUE,,226.2404983,32.14851921,142.5136071,287.4521938,0.012514705,0.560869565,
C:\Users\nevo\.cache\kagglehub\datasets\dejolilandry\iemocapfullrelease\versions\1\IEMOCAP_full_release\Session2\sentences\wav\Ses02M_script01_2\Ses02M_script01_2_F005.wav,iemocap,Ses02M,angry,angry,ANGRY,angry,TRUE,,262.3702296,69.60333447,87.74721859,440.6650152,0.022240803,0.554054054,
C:\Users\nevo\.cache\kagglehub\datasets\dejolilandry\iemocapfullrelease\versions\1\IEMOCAP_full_release\Session2\sentences\wav\Ses02M_script01_2\Ses02M_script01_2_F006.wav,iemocap,Ses02M,angry,angry,ANGRY,angry,TRUE,,296.9868828,82.852248,109.4590017,526.9831125,0.025602119,0.553672316,
C:\Users\nevo\.cache\kagglehub\datasets\dejolilandry\iemocapfullrelease\versions\1\IEMOCAP_full_release\Session2\sentences\wav\Ses02M_script01_2\Ses02M_script01_2_F007.wav,iemocap,Ses02M,neutral,neutral,ANGRY,angry,FALSE,,276.5008744,54.65210529,149.8407795,414.9695931,0.020759843,0.610348469,
C:\Users\nevo\.cache\kagglehub\datasets\dejolilandry\iemocapfullrelease\versions\1\IEMOCAP_full_release\Session2\sentences\wav\Ses02M_script01_2\Ses02M_script01_2_F008.wav,iemocap,Ses02M,neutral,neutral,SAD,sad,FALSE,,243.4592885,47.36366694,99.72770695,426.2032241,0.018157126,0.600891862,
C:\Users\nevo\.cache\kagglehub\datasets\dejolilandry\iemocapfullrelease\versions\1\IEMOCAP_full_release\Session2\sentences\wav\Ses02M_script01_2\Ses02M_script01_2_F009.wav,iemocap,Ses02M,neutral,neutral,SAD,sad,FALSE,,231.26437,40.49393805,156.7549851,342.3945435,0.01601553,0.631648936,
C:\Users\nevo\.cache\kagglehub\datasets\dejolilandry\iemocapfullrelease\versions\1\IEMOCAP_full_release\Session2\sentences\wav\Ses02M_script01_2\Ses02M_script01_2_F010.wav,iemocap,Ses02M,angry,angry,ANGRY,angry,TRUE,,298.3897354,80.09945313,120.5483885,547.1638098,0.02596321,0.668704156,
C:\Users\nevo\.cache\kagglehub\datasets\dejolilandry\iemocapfullrelease\versions\1\IEMOCAP_full_release\Session2\sentences\wav\Ses02M_script01_2\Ses02M_script01_2_F011.wav,iemocap,Ses02M,neutral,neutral,HAPPY,happy,FALSE,,312.7174706,56.00223812,188.7460231,551.4458714,0.021599831,0.538602941,
C:\Users\nevo\.cache\kagglehub\datasets\dejolilandry\iemocapfullrelease\versions\1\IEMOCAP_full_release\Session2\sentences\wav\Ses02M_script01_2\Ses02M_script01_2_F013.wav,iemocap,Ses02M,sad,sad,SAD,sad,TRUE,,304.9919211,57.45518035,112.0523746,437.0185495,0.023363499,0.836111111,
C:\Users\nevo\.cache\kagglehub\datasets\dejolilandry\iemocapfullrelease\versions\1\IEMOCAP_full_release\Session2\sentences\wav\Ses02M_script01_2\Ses02M_script01_2_F014.wav,iemocap,Ses02M,neutral,neutral,HAPPY,happy,FALSE,,305.6554865,65.00257659,119.4976688,491.1599214,0.021775808,0.785714286,
C:\Users\nevo\.cache\kagglehub\datasets\dejolilandry\iemocapfullrelease\versions\1\IEMOCAP_full_release\Session2\sentences\wav\Ses02M_script01_2\Ses02M_script01_2_F015.wav,iemocap,Ses02M,neutral,neutral,ANGRY,angry,FALSE,,278.6089757,51.66763175,167.1604213,417.1609185,0.023118798,0.665625,
C:\Users\nevo\.cache\kagglehub\datasets\dejolilandry\iemocapfullrelease\versions\1\IEMOCAP_full_release\Session2\sentences\wav\Ses02M_script01_2\Ses02M_script01_2_F016.wav,iemocap,Ses02M,neutral,neutral,SAD,sad,FALSE,,296.2412255,50.97030428,183.0664563,398.7750671,0.011187433,0.409448819,
C:\Users\nevo\.cache\kagglehub\datasets\dejolilandry\iemocapfullrelease\versions\1\IEMOCAP_full_release\Session2\sentences\wav\Ses02M_script01_2\Ses02M_script01_2_F017.wav,iemocap,Ses02M,neutral,neutral,HAPPY,happy,FALSE,,386.0141365,111.1448526,106.3412562,583.118419,0.023476895,0.50990099,
C:\Users\nevo\.cache\kagglehub\datasets\dejolilandry\iemocapfullrelease\versions\1\IEMOCAP_full_release\Session2\sentences\wav\Ses02M_script01_2\Ses02M_script01_2_M001.wav,iemocap,Ses02M,neutral,neutral,NEUTRAL,neutral,TRUE,,181.226832,87.17698949,75.03075677,495.5326532,0.024493357,0.741721854,
C:\Users\nevo\.cache\kagglehub\datasets\dejolilandry\iemocapfullrelease\versions\1\IEMOCAP_full_release\Session2\sentences\wav\Ses02M_script01_2\Ses02M_script01_2_M002.wav,iemocap,Ses02M,neutral,neutral,HAPPY,happy,FALSE,,170.4930308,54.4728296,75.2437428,333.7747641,0.02409292,0.554954955,
C:\Users\nevo\.cache\kagglehub\datasets\dejolilandry\iemocapfullrelease\versions\1\IEMOCAP_full_release\Session2\sentences\wav\Ses02M_script01_2\Ses02M_script01_2_M003.wav,iemocap,Ses02M,neutral,neutral,NEUTRAL,neutral,TRUE,,115.2830333,23.54261252,75.25499378,168.7612727,0.018228151,0.492424242,
C:\Users\nevo\.cache\kagglehub\datasets\dejolilandry\iemocapfullrelease\versions\1\IEMOCAP_full_release\Session2\sentences\wav\Ses02M_script01_2\Ses02M_script01_2_M004.wav,iemocap,Ses02M,neutral,neutral,NEUTRAL,neutral,TRUE,,170.9932986,65.49467221,77.55408523,280.3891162,0.021673776,0.576744186,
C:\Users\nevo\.cache\kagglehub\datasets\dejolilandry\iemocapfullrelease\versions\1\IEMOCAP_full_release\Session2\sentences\wav\Ses02M_script01_2\Ses02M_script01_2_M005.wav,iemocap,Ses02M,neutral,neutral,NEUTRAL,neutral,TRUE,,115.2591003,22.14666723,80.59731453,145.0039955,0.009195754,0.286516854,
C:\Users\nevo\.cache\kagglehub\datasets\dejolilandry\iemocapfullrelease\versions\1\IEMOCAP_full_release\Session2\sentences\wav\Ses02M_script01_2\Ses02M_script01_2_M007.wav,iemocap,Ses02M,neutral,neutral,NEUTRAL,neutral,TRUE,,135.8030972,28.23949681,90.59729106,196.0664723,0.013934072,0.421568627,
C:\Users\nevo\.cache\kagglehub\datasets\dejolilandry\iemocapfullrelease\versions\1\IEMOCAP_full_release\Session2\sentences\wav\Ses02M_script01_2\Ses02M_script01_2_M008.wav,iemocap,Ses02M,neutral,neutral,NEUTRAL,neutral,TRUE,,97.27317785,17.39245606,75.57394152,126.373196,0.010449358,0.341880342,
C:\Users\nevo\.cache\kagglehub\datasets\dejolilandry\iemocapfullrelease\versions\1\IEMOCAP_full_release\Session2\sentences\wav\Ses02M_script01_2\Ses02M_script01_2_M009.wav,iemocap,Ses02M,neutral,neutral,NEUTRAL,neutral,TRUE,,167.9986297,50.27714181,74.96958725,272.0549982,0.018644482,0.62962963,
C:\Users\nevo\.cache\kagglehub\datasets\dejolilandry\iemocapfullrelease\versions\1\IEMOCAP_full_release\Session2\sentences\wav\Ses02M_script01_2\Ses02M_script01_2_M010.wav,iemocap,Ses02M,neutral,neutral,HAPPY,happy,FALSE,,256.4842204,141.369036,88.21816201,596.9956717,0.032598633,0.701960784,
C:\Users\nevo\.cache\kagglehub\datasets\dejolilandry\iemocapfullrelease\versions\1\IEMOCAP_full_release\Session2\sentences\wav\Ses02M_script01_2\Ses02M_script01_2_M011.wav,iemocap,Ses02M,neutral,neutral,HAPPY,happy,FALSE,,332.7671454,61.11408454,115.5597884,432.5451722,0.011662996,0.468085106,
C:\Users\nevo\.cache\kagglehub\datasets\dejolilandry\iemocapfullrelease\versions\1\IEMOCAP_full_release\Session2\sentences\wav\Ses02M_script01_2\Ses02M_script01_2_M012.wav,iemocap,Ses02M,neutral,neutral,ANGRY,angry,FALSE,,273.2183581,132.8575006,78.98906751,533.850413,0.025525184,0.690217391,
C:\Users\nevo\.cache\kagglehub\datasets\dejolilandry\iemocapfullrelease\versions\1\IEMOCAP_full_release\Session2\sentences\wav\Ses02M_script01_2\Ses02M_script01_2_M013.wav,iemocap,Ses02M,neutral,neutral,ANGRY,angry,FALSE,,239.0759113,84.72783125,79.56414604,329.6445367,0.015836522,0.796511628,
C:\Users\nevo\.cache\kagglehub\datasets\dejolilandry\iemocapfullrelease\versions\1\IEMOCAP_full_release\Session2\sentences\wav\Ses02M_script01_2\Ses02M_script01_2_M014.wav,iemocap,Ses02M,neutral,neutral,HAPPY,happy,FALSE,,242.4777289,90.69769419,113.3789155,428.8043243,0.034890536,0.560885609,
